Clone,Ano,Bloco,N_Roots,FRY,ShY,DMC,StY,Plant.Height,HI,StC,Root.Le,Root.Di,Stem.D,Nstem.Plant
BGM-0170,2019,4,10.667,11.571,16.429,28.4313725490196,2.75174261764706,1.39666666666667,41.325,23.7813725490196,43.6666666666667,34.8066666666667,2.09566666666667,4
BGM-0170,2020,1,5,7.833,24,25.764,1.65385962,1.6,24.6065403826218,21.114,29.6666666666667,30.2566666666667,2.26633333333333,3.33333333333333
BGM-0170,2020,2,7.667,4.2,15.5,23.94,0.81018,1.1,21.3197969543147,19.29,21.3333333333333,25.2266666666667,1.71466666666667,3
BGM-0170,2020,3,2.667,5,17.667,27.318,1.1334,0.893333333333333,22.0584991397185,22.668,22,28.9333333333333,1.217,4.33333333333333
BGM-0170,2020,4,4,4.567,23.5,28.812,1.10347854,1.11666666666667,16.271778244914,24.162,24.3333333333333,20.34,1.799,3
BGM-0178,2019,1,4.667,4.571,24.143,27,1.0216185,1.66,15.9190638712823,22.35,40.3333333333333,30.2866666666667,2.76533333333333,2.66666666666667
BGM-0178,2019,2,3,3,21.143,31.6831683168317,0.81099504950495,1.61666666666667,12.4259619765564,27.0331683168317,21.3333333333333,30.2766666666667,2.215,3.33333333333333
BGM-0178,2019,3,5.667,2.857,16.5,28.7128712871287,0.687476232673267,1.48,14.7595185204319,24.0628712871287,30.3333333333333,33.1066666666667,2.309,2.66666666666667
BGM-0178,2019,4,4.667,4,27.4,31.6831683168317,1.08132673267327,1.86666666666667,12.7388535031847,27.0331683168317,31.3333333333333,36.4833333333333,2.34133333333333,2.66666666666667
BGM-0208,2019,1,4.333,2.857,15.143,27.7227722772277,0.659189103960396,1.40666666666667,15.8722222222222,23.0727722772277,28.6666666666667,32.2766666666667,2.71866666666667,2
BGM-0208,2019,2,3,3.571,18.429,30.6930693069307,0.929998004950495,1.30333333333333,16.2318181818182,26.0430693069307,27.3333333333333,35.3833333333333,2.19366666666667,2
BGM-0208,2019,3,4,3.167,11.667,25.4901960784314,0.660009009803921,1.29,21.3496022650667,20.8401960784314,23,32.77,2.02466666666667,2.66666666666667
BGM-0208,2019,4,4.667,2.643,16.643,27.7227722772277,0.609813371287129,1.56333333333333,13.7042414186456,23.0727722772277,26.3333333333333,30.3033333333333,2.68766666666667,3
BGM-0216,2017,1,3.167,2.273,13.05,NA,NA,1.24333333333333,14.8339098087842,NA,22.3333333333333,26.5866666666667,2.66666666666667,NA
BGM-0216,2017,2,4.5,2.315,13.51,NA,NA,1.12,14.6287519747235,NA,14.6666666666667,26.64,2.16666666666667,NA
BGM-0216,2017,3,1.83,2.116,9.18,NA,NA,1.00333333333333,18.7322946175637,NA,14.6666666666667,15.22,2.1,NA
BGM-0216,2017,4,2.75,1.91,8.03,NA,NA,1.205,19.215291750503,NA,19,19.76,2.75,NA
BGM-0216,2018,1,1.333,4.333,15.833,32,1.1850755,1.31666666666667,21.4866607160567,27.35,19,23.4766666666667,2.19333333333333,2
BGM-0216,2018,2,NA,NA,8.25,NA,NA,1.09,NA,NA,NA,NA,2.13666666666667,2
BGM-0216,2018,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0216,2018,4,2,13.875,21,34.9514563106796,4.2043270631068,1.45,39.7849462365591,30.3014563106796,30,49.3166666666667,2.34233333333333,2.66666666666667
BGM-0220,2020,1,7,7.467,35.333,25.2658536585366,1.53938579268293,1.26666666666667,17.446261682243,20.6158536585366,24.3333333333333,25.9333333333333,2.29133333333333,3.66666666666667
BGM-0220,2020,2,5.667,7.367,32.667,23.694,1.40297148,1.1,18.4018584203427,19.044,29.6666666666667,29.45,1.811,2
BGM-0220,2020,3,5.667,10.133,34.5,26.034,2.16684072,1.1,22.7029328075639,21.384,27,30.8966666666667,2.51,2.66666666666667
BGM-0220,2020,4,4.667,14.2,48.333,26.148,3.052716,1.40333333333333,22.7080101706299,21.498,26.3333333333333,34.46,2.21533333333333,2.33333333333333
BGM-0222,2020,1,4.667,9.667,39,25.83,2.0474706,1.34,19.8635625783385,21.18,27.3333333333333,31.38,3.20033333333333,2
BGM-0222,2020,2,5.667,8.033,28,30.93,2.1110724,1.11,22.2934532234341,26.28,29,31.1666666666667,2.23033333333333,2.33333333333333
BGM-0222,2020,3,5,8.733,32.167,35.304,2.67701382,1.21666666666667,21.3520782396088,30.654,32.6666666666667,38.12,2.12333333333333,2
BGM-0222,2020,4,4,7.933,27.667,26.34,1.7206677,1.06666666666667,22.2837078651685,21.69,23.6666666666667,30.5666666666667,1.88366666666667,2
BGM-0235,2018,1,0.333,1.571,6.857,30,0.3982485,1.69,18.640246796393,25.35,28.3333333333333,25.1033333333333,1.98,1
BGM-0235,2018,2,NA,NA,3.429,NA,NA,1.05666666666667,NA,NA,NA,NA,1.78,1.33333333333333
BGM-0235,2018,3,0.619,0.5,3.429,24.6153846153846,0.0998269230769231,1.06,12.7258844489692,19.9653846153846,18.3333333333333,21.49,1.82866666666667,1
BGM-0235,2018,4,1,6.583,8.167,41.4414414414414,2.42198059009009,1.72333333333333,44.6305084745763,36.7914414414414,29.3333333333333,32.24,2.134,1.33333333333333
BGM-0236,2018,1,1.944,6.5,13.167,NA,NA,1.26666666666667,33.0502872832664,NA,30.3333333333333,33.7366666666667,2.24666666666667,1
BGM-0236,2018,2,1.733,8.2,7.2,40,2.8987,1.19333333333333,53.2467532467532,35.35,24.3333333333333,41.3233333333333,1.64666666666667,1.33333333333333
BGM-0236,2018,3,2.556,5.083,7.5,36.4485981308411,1.61632274299065,1.09666666666667,40.3957720734324,31.7985981308411,23.3333333333333,29.5766666666667,1.98266666666667,1
BGM-0236,2018,4,NA,NA,NA,41.2844036697248,NA,NA,NA,36.6344036697248,41.5,53.13,NA,NA
BGM-0236,2019,1,6.667,8.333,13.5,31.1926605504587,2.21179990366972,1.75333333333333,38.1669949159529,26.5426605504587,23.6666666666667,33.2233333333333,2.166,2.66666666666667
BGM-0236,2019,2,4.667,4.5,7.75,32.6732673267327,1.26104702970297,1.53,36.734693877551,28.0232673267327,23.6666666666667,36.62,2.42566666666667,2.33333333333333
BGM-0236,2019,3,6,11.333,18.667,29.7029702970297,2.83925312376238,1.5,37.7766666666667,25.0529702970297,34.3333333333333,42.7933333333333,2.35066666666667,1.66666666666667
BGM-0236,2019,4,5.667,10,23.333,29.126213592233,2.4476213592233,1.8,30.000300003,24.476213592233,30.3333333333333,37.3833333333333,2.43933333333333,2.33333333333333
BGM-0237,2020,1,7,11.433,38,33.0764705882353,3.24999838235294,1.72666666666667,23.1282746343536,28.4264705882353,27.3333333333333,26.6366666666667,2.52333333333333,2.33333333333333
BGM-0237,2020,2,9,5.8,26.333,31.29,1.54512,1.33333333333333,18.0499797715744,26.64,34,19.2166666666667,2.31466666666667,3
BGM-0237,2020,3,3.333,5.2,29.333,32.61,1.45392,1.58333333333333,15.0580604059885,27.96,31.6666666666667,26.44,1.985,2.33333333333333
BGM-0237,2020,4,6.667,8.533,40.667,32.442,2.37149136,1.42666666666667,17.3434959349593,27.792,36.6666666666667,24.5066666666667,2.16233333333333,3
BGM-0247,2018,1,2,2.333,7.5,35,0.7080655,NA,23.7262280077291,30.35,20.3333333333333,29.6933333333333,NA,NA
BGM-0247,2018,2,2.833,10.5,13.875,35.6435643564356,3.25432425742574,1.07333333333333,43.0769230769231,30.9935643564356,29,42.63,2.14,2.66666666666667
BGM-0247,2018,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0247,2018,4,2.75,14.75,23,38.0952380952381,4.93317261904762,NA,39.0728476821192,33.4452380952381,29,35.68,NA,NA
BGM-0247,2019,1,5.333,2.6,8.6,29,0.6331,1.15,23.2142857142857,24.35,29.6666666666667,22.99,1.822,2
BGM-0247,2019,2,4.667,3.2,8,25,0.6512,1.17,28.5714285714286,20.35,23.3333333333333,19.6833333333333,1.71666666666667,2.66666666666667
BGM-0247,2019,3,5,2.6,11.4,29,0.6331,0.833333333333333,18.5714285714286,24.35,21.6666666666667,28.7233333333333,1.69133333333333,2.33333333333333
BGM-0247,2019,4,8,3,18,29.5774647887324,0.747823943661972,1.30333333333333,14.2857142857143,24.9274647887324,14.6666666666667,25.1,1.71933333333333,5
BGM-0249,2020,1,2.333,1.4,18.333,30.792,0.365988,1.26,7.09471443774388,26.142,18,19.73,1.807,2
BGM-0249,2020,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
BGM-0249,2020,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0249,2020,4,NA,NA,NA,NA,NA,0.61,NA,NA,NA,NA,1.05466666666667,2
BGM-0254,2017,1,4.667,3.472,9.954,NA,NA,1.18,25.8602711157456,NA,24.3333333333333,27.13,2.3,NA
BGM-0254,2017,2,5.833,2.431,12.037,NA,NA,1.12,16.8025988388167,NA,18,22.8366666666667,2.23333333333333,NA
BGM-0254,2017,3,4.833,2.431,10.764,NA,NA,1.26666666666667,18.423645320197,NA,18.6666666666667,23.77,2.3,NA
BGM-0254,2017,4,4.167,4.398,10.88,NA,NA,1.29666666666667,28.7864903783218,NA,25.6666666666667,21.7833333333333,2.6,NA
BGM-0254,2018,1,1,4,11,37,1.294,1.35666666666667,26.6666666666667,32.35,33,42.2666666666667,1.83666666666667,2
BGM-0254,2018,2,2.533,2.1,3.6,NA,NA,0.83,36.8421052631579,NA,22.5,30.37,1.54666666666667,1.66666666666667
BGM-0254,2018,3,NA,NA,2.667,NA,NA,1.01333333333333,NA,NA,NA,NA,1.81366666666667,1
BGM-0254,2018,4,3,1.167,6.667,36.8421052631579,0.375681868421053,1.02333333333333,14.8966045442941,32.1921052631579,13.75,32.88,1.79366666666667,1.33333333333333
BGM-0279,2020,1,9.333,12.267,43.5,31.6176470588235,3.30812126470588,1.58666666666667,21.996879875195,26.9676470588235,29.6666666666667,22.3733333333333,2.218,2.66666666666667
BGM-0279,2020,2,7.333,7.433,29,22.422,1.32099276,1.44,20.4018335025938,17.772,29,22.9466666666667,2.17833333333333,1.33333333333333
BGM-0279,2020,3,5.333,5.267,25.667,27.468,1.20182406,1.31,17.0265727031745,22.818,24,23.2,1.779,3.33333333333333
BGM-0279,2020,4,6,12.367,39.5,26.874,2.74844208,1.81666666666667,23.8436770971909,22.224,28.6666666666667,27.3633333333333,2.49833333333333,1.33333333333333
BGM-0284,2017,1,6.33,5.324,6.481,NA,NA,1.27,45.0995340957221,NA,22.3333333333333,27.0566666666667,2.13333333333333,NA
BGM-0284,2017,2,8,5.903,6.481,NA,NA,1.19,47.6663436692506,NA,17.3333333333333,26.0333333333333,1.8,NA
BGM-0284,2017,3,6.333,2.431,5.324,NA,NA,1.16333333333333,31.3475177304965,NA,18.6666666666667,21.4166666666667,1.76666666666667,NA
BGM-0284,2017,4,6.17,3.009,4.051,NA,NA,1.06666666666667,42.6203966005666,NA,16.3333333333333,19.46,1.83333333333333,NA
BGM-0284,2020,1,3.667,1.833,12.167,23.094,0.33807852,1.56333333333333,13.0928571428571,18.444,25,18.8966666666667,1.864,2.33333333333333
BGM-0284,2020,2,3.667,0.933,8.333,24.7457142857143,0.187493014285714,0.836666666666667,10.0690697172458,20.0957142857143,19.6666666666667,15.3366666666667,1.343,1
BGM-0284,2020,3,2,0.5,6.5,21.6588235294118,0.0850441176470588,1.06,7.14285714285714,17.0088235294118,19.3333333333333,14.72,1.51633333333333,1.66666666666667
BGM-0284,2020,4,NA,NA,NA,21.7666666666667,NA,0.593333333333333,NA,17.1166666666667,NA,NA,1.2,1.33333333333333
BGM-0286,2017,1,9.5,4.167,12.76,NA,NA,1.57,24.6174750398771,NA,22,28.3433333333333,2.5,NA
BGM-0286,2017,2,10,3.819,15.59,NA,NA,1.43,19.6764387655212,NA,26.6666666666667,28.18,2.1,NA
BGM-0286,2017,3,9.667,5.208,15.046,NA,NA,1.45333333333333,25.713439320628,NA,22,25.07,2.2,NA
BGM-0286,2017,4,9.167,5.208,10.185,NA,NA,1.31,33.8335607094134,NA,26.3333333333333,23.41,2.26666666666667,NA
BGM-0287,2017,1,6.5,4.861,12.269,NA,NA,1.27,28.3771161704612,NA,31.3333333333333,33.2633333333333,2.23333333333333,NA
BGM-0287,2017,2,7.5,4.398,NA,NA,NA,1.26,NA,NA,25,23.66,2.43333333333333,NA
BGM-0287,2017,3,10.17,6.68,11.28,NA,NA,1.49,37.1937639198218,NA,23,33.8066666666667,2.03333333333333,NA
BGM-0287,2017,4,7.67,5.82,8.47,NA,NA,NA,40.7277816655004,NA,22.6666666666667,22.4233333333333,NA,NA
BGM-0290,2017,1,5.4,2.222,7.5,NA,NA,1.00333333333333,22.8553795515326,NA,18,23.68,2.93333333333333,NA
BGM-0290,2017,2,4.667,1.736,7.87,NA,NA,0.716666666666667,18.07203830939,NA,14.3333333333333,20.2433333333333,2.3,NA
BGM-0290,2017,3,4.67,2.315,8.03,NA,NA,0.826666666666667,22.3779603673272,NA,15.3333333333333,21.07,2.73333333333333,NA
BGM-0290,2017,4,3,0.579,5.24,NA,NA,0.906666666666667,9.9501632582918,NA,15.3333333333333,21.7166666666667,2.46666666666667,NA
BGM-0298,2018,1,0.3,0.4,5.5,27.7777777777778,0.0925111111111111,0.78,6.77966101694915,23.1277777777778,14.5,21.44,1.82,2
BGM-0298,2018,2,1.167,9,18.917,38.2352941176471,3.02267647058824,1.38333333333333,32.2384210337787,33.5852941176471,41.6666666666667,36.9733333333333,2.58666666666667,1.33333333333333
BGM-0298,2018,3,NA,NA,7,NA,NA,0.776666666666667,NA,NA,NA,NA,1.86866666666667,1
BGM-0298,2018,4,1,3.5,14,26.4705882352941,0.763720588235294,1.1,20,21.8205882352941,44,31.89,2.76666666666667,1
BGM-0303,2019,1,8.667,8.333,15.5,27.7777777777778,1.92723772222222,1.51333333333333,34.9641253723828,23.1277777777778,27,39.8266666666667,2.21466666666667,2.66666666666667
BGM-0303,2019,2,4.333,4.5,12.571,30.0970873786408,1.14511893203883,1.61,26.3604944057173,25.4470873786408,29.3333333333333,37.9966666666667,1.94033333333333,3.66666666666667
BGM-0303,2019,3,9.667,7.429,17.143,26.6666666666667,1.63561816666667,1.58333333333333,30.2335992186228,22.0166666666667,29.6666666666667,34.9833333333333,2.02666666666667,2.66666666666667
BGM-0303,2019,4,6,9.643,24.571,34.9514563106796,2.92196943203884,2.35666666666667,28.1843689717659,30.3014563106796,30,40.95,2.31866666666667,2.33333333333333
BGM-0303,2020,1,7.333,9.867,29.167,NA,NA,1.93333333333333,25.2779628016601,NA,25,27.2433333333333,2.627,3
BGM-0303,2020,2,6.667,6,38.167,24,1.161,1.48666666666667,13.5848031335613,19.35,20,23.05,2.30533333333333,2.66666666666667
BGM-0303,2020,3,6.333,10.133,36,28.644,2.43131202,1.87,21.9647540805931,23.994,27.3333333333333,26.9,2.29933333333333,1.66666666666667
BGM-0303,2020,4,5,6.233,31.333,24.444,1.23376002,1.4,16.5921311824522,19.794,25.6666666666667,28.36,2.43566666666667,2
BGM-0318,2018,1,NA,NA,2.667,NA,NA,0.603333333333333,NA,NA,NA,NA,1.21,1.66666666666667
BGM-0318,2018,2,NA,NA,3,NA,NA,0.813333333333333,NA,NA,NA,NA,1.66666666666667,1
BGM-0318,2018,3,NA,NA,NA,NA,NA,0.593333333333333,NA,NA,NA,NA,2.097,2
BGM-0318,2018,4,0.778,1.833,5,34.7368421052632,0.551491815789474,1.00666666666667,26.8256988145763,30.0868421052632,17.6666666666667,27.4466666666667,2.089,1.33333333333333
BGM-0319,2018,1,0.625,0.875,6.25,38.6363636363636,0.297380681818182,1.20666666666667,12.280701754386,33.9863636363636,21.1666666666667,26.78,1.66666666666667,1.33333333333333
BGM-0319,2018,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0319,2018,3,0.75,1.875,8,38.6138613861386,0.636822400990099,1.25333333333333,18.9873417721519,33.9638613861386,18.6666666666667,26.0766666666667,1.88333333333333,1
BGM-0319,2018,4,0.733,6.8,12.8,37.6237623762376,2.24221584158416,1.83666666666667,34.6938775510204,32.9737623762376,36.3333333333333,35.95,2.46966666666667,1.33333333333333
BGM-0323,2017,1,6.571,5.85,15.079,NA,NA,1.22,27.951646041378,NA,22.3333333333333,28.23,2.46666666666667,NA
BGM-0323,2017,2,6.67,5.87,16.3,NA,NA,1.48,26.4772214704556,NA,21,32.37,2.93,NA
BGM-0323,2017,3,4,2.62,9.18,NA,NA,1.36,22.2033898305085,NA,18.3333333333333,23.68,2.16666666666667,NA
BGM-0323,2017,4,5.29,3.59,9.34,NA,NA,1.28666666666667,27.7648878576953,NA,20.6666666666667,26.2933333333333,2.23,NA
BGM-0323,2018,1,1.444,15.967,16.167,38.2352941176471,5.36256391176471,1.45666666666667,49.6888031368644,33.5852941176471,26.3333333333333,35.9866666666667,2.55,1
BGM-0323,2018,2,1.333,9.917,12.583,38,3.3073195,1.26,44.0755555555556,33.35,NA,NA,2.62,1
BGM-0323,2018,3,1.333,16.25,16.667,40,5.744375,1.46,49.3665886927727,35.35,27.3333333333333,41.3133333333333,2.82966666666667,1
BGM-0323,2018,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0323,2019,1,6.333,5.143,11.714,24.5454545454545,1.02322322727273,1.61333333333333,30.509580589666,19.8954545454545,31,26.99,2.11333333333333,3.66666666666667
BGM-0323,2019,2,6.333,6.4,10.9,32.6732673267327,1.79348910891089,1.39,36.9942196531792,28.0232673267327,29.3333333333333,34.37,1.693,3
BGM-0323,2019,3,6.667,6.167,10.75,29.4117647058824,1.52705802941176,1.43666666666667,36.4544540994266,24.7617647058823,28,41.6166666666667,1.99766666666667,2.33333333333333
BGM-0323,2019,4,4.333,4.286,8.143,25,0.872201,1.14666666666667,34.483868372355,20.35,28.3333333333333,24.82,1.93933333333333,3
BGM-0324,2017,1,7.2,5.694,10.03,NA,NA,1.28,36.2121597557873,NA,23,33.81,2.5,NA
BGM-0324,2017,2,NA,NA,5.78,NA,NA,0.95,NA,NA,NA,NA,1.95,NA
BGM-0324,2017,3,4.833,3.08,6.481,NA,NA,1.26,32.2142035351951,NA,15.6666666666667,31.9566666666667,2.43333333333333,NA
BGM-0324,2017,4,7.75,4.38,8.507,NA,NA,1.00666666666667,33.987739582525,NA,23,29.6566666666667,2.13333333333333,NA
BGM-0337,2020,1,5.667,9.667,33.5,27.7294117647059,2.23108673529412,1.49666666666667,22.3944216646976,23.0794117647059,29.6666666666667,28.2433333333333,2.44366666666667,2
BGM-0337,2020,2,4.667,9.933,35.667,26.64,2.1842667,1.49666666666667,21.7828947368421,21.99,28.6666666666667,26.4366666666667,2.45133333333333,1
BGM-0337,2020,3,4,15.067,49,30.288,3.86287746,1.80666666666667,23.5175675464748,25.638,28.3333333333333,36.2033333333333,2.63666666666667,1.66666666666667
BGM-0337,2020,4,3,10.8,34.5,29.208,2.652264,1.59666666666667,23.841059602649,24.558,28.6666666666667,30.7733333333333,2.19233333333333,2.33333333333333
BGM-0338,2020,1,6.667,9.133,49.667,34.1470588235294,2.69396638235294,1.9,15.5323129251701,29.4970588235294,22.6666666666667,25.5666666666667,2.974,2.33333333333333
BGM-0338,2020,2,8.667,5.433,34.833,27.42,1.2370941,1.07666666666667,13.4927730591566,22.77,20,24.4266666666667,2.338,4
BGM-0338,2020,3,2.667,11.3,31,32.964,3.199482,1.36,26.7139479905437,28.314,28,30.2066666666667,2.286,2.33333333333333
BGM-0338,2020,4,6.333,10.567,35,24.42,2.0890959,0.993333333333333,23.190027871047,19.77,18.6666666666667,31.2866666666667,2.36033333333333,2.33333333333333
BGM-0340,2019,1,1,1.3,12.2,29.3577981651376,0.321201376146789,1.69666666666667,9.62962962962963,24.7077981651376,28.6666666666667,28.0533333333333,2.11233333333333,2.33333333333333
BGM-0340,2019,2,1.333,0.714,7.143,25.9259259259259,0.151910111111111,1.65333333333333,9.08743795341734,21.2759259259259,34.5,31.815,1.54466666666667,2.66666666666667
BGM-0340,2019,3,4,0.857,16.357,25,0.1743995,1.73666666666667,4.9785058673173,20.35,26,26.0866666666667,2.21766666666667,2.66666666666667
BGM-0340,2019,4,2,0.143,5,15.3846153846154,0.0153505,0.86,2.78047832004667,10.7346153846154,12.3333333333333,19.7966666666667,1.71266666666667,3.33333333333333
BGM-0341,2020,1,4,3.2,22.667,31.0647058823529,0.845270588235294,1.06666666666667,12.3709746008428,26.4147058823529,20.3333333333333,18.89,2.059,2
BGM-0341,2020,2,6.333,2.267,16.333,24.018,0.43907256,1.04,12.1881720430108,19.368,18.3333333333333,18.01,2.022,2.33333333333333
BGM-0341,2020,3,3.667,3.8,22.167,29.556,0.946428,1.18666666666667,14.6339584857704,24.906,25,24.3733333333333,2.27733333333333,1.66666666666667
BGM-0341,2020,4,2,0.733,7.833,24.705,0.14700315,0.776666666666667,8.55708615456456,20.055,17,21.69,1.64233333333333,1.5
BGM-0349,2019,1,5.333,2.071,6.643,29.7029702970297,0.518847014851485,1.25666666666667,23.7663529951802,25.0529702970297,28.6666666666667,25.26,2.281,1.33333333333333
BGM-0349,2019,2,5,5,11.8,30.952380952381,1.31511904761905,1.38666666666667,29.7619047619048,26.302380952381,26,31.9433333333333,1.81866666666667,1.66666666666667
BGM-0349,2019,3,5.333,1.417,5.333,26.4705882352941,0.309197735294118,1.12666666666667,20.9925925925926,21.8205882352941,23.6666666666667,26.5,2.03466666666667,1.66666666666667
BGM-0349,2019,4,8.333,5.357,18.143,30.6930693069307,1.39512722277228,1.65333333333333,22.7957446808511,26.0430693069307,27,33.5766666666667,1.88433333333333,2.66666666666667
BGM-0358,2019,1,6.333,5.2,11.6,25.9615384615385,1.1082,1.34333333333333,30.952380952381,21.3115384615385,31.3333333333333,28.3933333333333,2.97066666666667,1
BGM-0358,2019,2,2.667,3,16.4,NA,NA,1.52,15.4639175257732,NA,25.6666666666667,24.6266666666667,2.25033333333333,2.33333333333333
BGM-0358,2019,3,5.333,3.75,16.875,27.7227722772277,0.86522896039604,1.28,18.1818181818182,23.0727722772277,40,31.71,2.146,1.33333333333333
BGM-0358,2019,4,4.667,8.25,20.25,26.7326732673267,1.82182054455446,1.44333333333333,28.9473684210526,22.0826732673267,31,36.04,2.48866666666667,1.33333333333333
BGM-0359,2019,1,5,3.857,12.571,21.1009174311927,0.634511885321101,1.51,23.4782079376674,16.4509174311927,31.6666666666667,25.78,2.87866666666667,1
BGM-0359,2019,2,3.333,3,10.429,27.4509803921569,0.684029411764706,1.36,22.339712562365,22.8009803921569,21.6666666666667,37.84,2.43233333333333,2
BGM-0359,2019,3,4.667,1.357,8.214,25.7425742574257,0.286226232673267,1.34333333333333,14.1782467871696,21.0925742574257,23.6666666666667,27.26,2.171,2.33333333333333
BGM-0359,2019,4,1.667,0.286,9.143,28.125,0.0671385,1.27333333333333,3.03319546081239,23.475,NA,NA,2.26333333333333,1.66666666666667
BGM-0360,2018,1,1.8,9,16.2,37.7358490566038,2.97772641509434,1.33333333333333,35.7142857142857,33.0858490566038,26.6666666666667,47.4666666666667,2.58,1
BGM-0360,2018,2,4,11,15,NA,NA,NA,42.3076923076923,NA,25.8333333333333,39.84,NA,NA
BGM-0360,2018,3,0.917,3.625,7.25,33.695652173913,1.05290489130435,0.836666666666667,33.3333333333333,29.045652173913,20,32.11,2.37233333333333,1.33333333333333
BGM-0360,2018,4,1,6.417,12.667,38.6138613861386,2.17946098514851,1.41,33.6250261999581,33.9638613861386,24.3333333333333,41.18,2.42166666666667,1.66666666666667
BGM-0360,2019,1,6,7.667,19.25,35.7798165137615,2.38672303211009,1.76,28.4838577850429,31.1298165137615,35.3333333333333,38.1966666666667,2.575,2.66666666666667
BGM-0360,2019,2,5.333,3.75,8.25,31.6831683168317,1.01374381188119,1.51,31.25,27.0331683168317,23.6666666666667,30.6466666666667,2.121,3
BGM-0360,2019,3,5.667,3.7,11.8,30.3921568627451,0.952459803921569,1.46333333333333,23.8709677419355,25.7421568627451,25.6666666666667,34.86,2.20566666666667,4
BGM-0360,2019,4,4.333,4.167,14.583,29.4117647058824,1.03182273529412,1.53333333333333,22.224,24.7617647058823,30,36.9966666666667,2.358,1.33333333333333
BGM-0362,2017,1,8.43,5.52,9.524,NA,NA,1.14,36.6923690507844,NA,24.6666666666667,34.3666666666667,2.43333333333333,NA
BGM-0362,2017,2,8.833,6.019,6.829,NA,NA,1.1,46.8477584059776,NA,19.6666666666667,24.9766666666667,1.86666666666667,NA
BGM-0362,2017,3,8.83,6.134,7.407,NA,NA,1.16666666666667,45.2994608965364,NA,18,25.6733333333333,2.06666666666667,NA
BGM-0362,2017,4,7.2,4.28,6.39,NA,NA,1.01,40.1124648547329,NA,15,26.0066666666667,2.16666666666667,NA
BGM-0362,2019,1,5,3.083,13.5,26.8518518518519,0.684483092592593,1.38333333333333,18.591328468914,22.2018518518518,36,30.04,2.59033333333333,1
