Clone,Ano,Bloco,N_Roots,FRY,ShY,DMC,StY,Plant.Height,HI,StC,Root.Le,Root.Di,Stem.D,Nstem.Plant
BGM-0603,2019,3,5.667,2.429,13,22.7722772277228,0.440190113861386,1.26333333333333,15.7430812107071,18.1222772277228,25.6666666666667,28.1966666666667,2.006,2.66666666666667
BGM-0603,2019,4,7,7.143,17,28.7128712871287,1.7188108960396,1.56666666666667,29.5862154661807,24.0628712871287,23.6666666666667,43.61,2.18,3.33333333333333
BGM-0606,2017,1,3.167,2.778,10.04,NA,NA,0.96,21.6726478389764,NA,17,31.0533333333333,2.13,NA
BGM-0606,2017,2,2.5,0.694,4.56,NA,NA,0.756666666666667,13.2089836315188,NA,13.3333333333333,25.3633333333333,2.13333333333333,NA
BGM-0606,2017,3,1.667,0.926,8.565,NA,NA,0.95,9.75661152670951,NA,12.6666666666667,25.2366666666667,2.14,NA
BGM-0606,2017,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0611,2017,1,3,2.778,6.82,NA,NA,0.77,28.9435299020629,NA,19,24.73,2,NA
BGM-0611,2017,2,4.4,3.472,8.25,NA,NA,0.836666666666667,29.619518853438,NA,20.6666666666667,28.89,2,NA
BGM-0611,2017,3,3,1.389,6.481,NA,NA,0.71,17.6493011435832,NA,15.6666666666667,23.6966666666667,1.55,NA
BGM-0611,2017,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0611,2019,1,4,1.429,15.571,24.7524752475248,0.287264371287129,1.90666666666667,8.40588235294118,20.1024752475248,24.3333333333333,24.5566666666667,2.38266666666667,2.66666666666667
BGM-0611,2019,2,3.333,1.857,17.714,24.7524752475248,0.373302965346535,1.5,9.48852894588933,20.1024752475248,25.3333333333333,26.8666666666667,2.06566666666667,4
BGM-0611,2019,3,3,0.417,5.5,24.2424242424242,0.0817004090909091,1.25,7.04749028223762,19.5924242424242,18,18.2066666666667,1.79533333333333,3.66666666666667
BGM-0611,2019,4,3,1.571,12.429,25.7425742574257,0.331364341584158,1.37,11.2214285714286,21.0925742574257,21,29.6166666666667,1.88633333333333,4
BGM-0613,2017,1,6,4.444,9.444,NA,NA,0.826666666666667,31.9988479262673,NA,21,31.36,2.03333333333333,NA
BGM-0613,2017,2,3.167,1.736,6.481,NA,NA,0.743333333333333,21.1269319703055,NA,18,30.9166666666667,1.77666666666667,NA
BGM-0613,2017,3,6,3.241,8.681,NA,NA,0.933333333333333,27.1850360677739,NA,22.6666666666667,28.1266666666667,2.13333333333333,NA
BGM-0613,2017,4,5.167,2.546,8.565,NA,NA,0.966666666666667,22.9142291422914,NA,20.3333333333333,23.1133333333333,1.9,NA
BGM-0613,2018,1,2.056,6.25,6.667,26,1.334375,0.963333333333333,48.3858481071456,21.35,26,37.9566666666667,1.82,2.33333333333333
BGM-0613,2018,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0613,2018,3,1.833,1.25,4,30.5555555555556,0.323819444444444,0.83,23.8095238095238,25.9055555555556,21.3333333333333,23.87,1.478,1.66666666666667
BGM-0613,2018,4,NA,NA,3.625,NA,NA,0.72,NA,NA,NA,NA,1.37466666666667,2.33333333333333
BGM-0615,2017,1,4.5,3.588,7.07,NA,NA,0.71,33.6648526928129,NA,20.6666666666667,32.5133333333333,2.03333333333333,NA
BGM-0615,2017,2,2.8,1.944,6.667,NA,NA,0.53,22.5757751712925,NA,20.6666666666667,25.1366666666667,1.93333333333333,NA
BGM-0615,2017,3,1.5,0.347,4.08,NA,NA,0.563333333333333,7.83826519087418,NA,15,19.4766666666667,1.8,NA
BGM-0615,2017,4,2.5,1.389,3.5,NA,NA,0.546666666666667,28.4107179382287,NA,27,23.3666666666667,1.8,NA
BGM-0618,2020,1,3.667,4.567,33.333,30.804,1.19445318,1.08666666666667,12.0501319261214,26.154,16,26.9833333333333,2.12533333333333,3.33333333333333
BGM-0618,2020,2,2,1.233,20.667,26.904,0.27439182,0.873333333333333,5.63013698630137,22.254,19.6666666666667,19.1066666666667,1.61433333333333,3.33333333333333
BGM-0618,2020,3,4.333,6,32.167,NA,NA,1.28333333333333,15.7203867215133,NA,19,29.6533333333333,2.05966666666667,3
BGM-0618,2020,4,3,3.7,24,25.224,0.761238,0.906666666666667,13.3574007220217,20.574,19.3333333333333,23.36,1.92066666666667,2.33333333333333
BGM-0620,2020,1,5,10.267,26,30.612,2.66551854,1.80333333333333,28.3094824496098,25.962,21.6666666666667,30.5966666666667,2.6,2.33333333333333
BGM-0620,2020,2,3.333,4.033,19.333,23.448,0.75812334,1.20666666666667,17.2601215441239,18.798,24.6666666666667,22.0966666666667,2.147,1.66666666666667
BGM-0620,2020,3,5,10.867,35.167,25.5058823529412,2.26640873529412,1.18333333333333,23.6064647868966,20.8558823529412,26,30.31,2.37266666666667,1.66666666666667
BGM-0620,2020,4,4.333,6.867,22.833,29.496,1.70617482,1.46666666666667,23.1212121212121,24.846,19,26.6433333333333,2.53966666666667,1
BGM-0624,2020,1,3.667,3.2,17,17.436,0.409152,0.946666666666667,15.8415841584158,12.786,29,28.0333333333333,2.24933333333333,1.66666666666667
BGM-0624,2020,2,5.333,6.767,23.667,18.852,0.96104934,1.06333333333333,22.2350003285799,14.202,26.3333333333333,29.8433333333333,2.34466666666667,2
BGM-0624,2020,3,3,3.267,19.5,20.1461538461539,0.506259346153846,1.10333333333333,14.3497166952168,15.4961538461539,22,34.5333333333333,2.48566666666667,1
BGM-0624,2020,4,3.333,7.567,32.5,15.9941176470588,0.858409382352941,0.9,18.8858661741583,11.3441176470588,21.3333333333333,32.58,2.17866666666667,2
BGM-0625,2020,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0625,2020,2,3.667,2.7,14.833,25.11,0.55242,0.796666666666667,15.3995323105002,20.46,28,23.9333333333333,1.75233333333333,1.33333333333333
BGM-0625,2020,3,4.333,3.333,21.167,19.53,0.4959504,0.896666666666667,13.6040816326531,14.88,27,24.93,1.76466666666667,2
BGM-0625,2020,4,5,5.767,27,24.642,1.15293864,1.17333333333333,17.6000244148076,19.992,27,26.84,2.19266666666667,2
BGM-0626,2020,1,3,1,19.333,15.456,0.10806,0.906666666666667,4.91811341169527,10.806,17.6666666666667,19.6066666666667,1.93866666666667,1
BGM-0626,2020,2,1.667,0.633,9.833,18.3136363636364,0.0864908181818182,1.04,6.04815593349895,13.6636363636364,14.3333333333333,15.55,2.031,1.66666666666667
BGM-0626,2020,3,1.5,1.3,8.75,11.976,0.095238,0.823333333333333,12.9353233830846,7.326,15,16.605,2.04866666666667,1.33333333333333
BGM-0626,2020,4,0.333,0.667,7.667,14.1818181818182,0.0635772272727273,0.633333333333333,8.0033597312215,9.53181818181818,15.3333333333333,19.2933333333333,1.528,1.33333333333333
BGM-0630,2020,1,1.667,2.8,51.333,29.094,0.684432,1.85,5.1724456431382,24.444,19.3333333333333,19.92,3.15266666666667,1.33333333333333
BGM-0630,2020,2,1,2.433,32.333,20.124,0.37648242,0.916666666666667,6.99821664844963,15.474,22.6666666666667,22.35,2.233,1.33333333333333
BGM-0630,2020,3,4,4.867,36.167,20.298,0.76158816,1.6,11.8608958424721,15.648,27,28.8733333333333,2.69166666666667,2
BGM-0630,2020,4,5.667,7.5,47.333,26.202,1.6164,1.74333333333333,13.677894698448,21.552,24,24.97,2.78766666666667,2
BGM-0638,2020,1,6.667,4.733,29,28.674,1.13705592,1.57666666666667,14.03077105505,24.024,31.3333333333333,23.8566666666667,2.219,1.66666666666667
BGM-0638,2020,2,5.667,7.067,43.167,35.154,2.15571768,1.5,14.0681610064896,30.504,24.3333333333333,23.8066666666667,2.19333333333333,2.66666666666667
BGM-0638,2020,3,2.667,7.433,45.333,38.0307692307692,2.48119257692308,1.62666666666667,14.0867225107077,33.3807692307692,26.3333333333333,30.8066666666667,2.30533333333333,2.66666666666667
BGM-0638,2020,4,3.667,7.733,39.667,38.448,2.61359934,1.56,16.3143459915612,33.798,22.6666666666667,30.6833333333333,2.274,2
BGM-0642,2020,1,5,11.133,40,30.5117647058823,2.87919026470588,1.39,21.7726321553596,25.8617647058824,27.3333333333333,28.1466666666667,2.19233333333333,3.33333333333333
BGM-0642,2020,2,5.667,6.333,32.167,22.5,1.1304405,0.956666666666667,16.4493506493506,17.85,24.6666666666667,22.3,2.11166666666667,3
BGM-0642,2020,3,2.333,6.267,28.333,24.2941176470588,1.23109685294118,0.993333333333333,18.1127167630058,19.6441176470588,32.3333333333333,24.9233333333333,2.654,1.33333333333333
BGM-0642,2020,4,3.667,9.967,39.667,23.862,1.91486004,1.22666666666667,20.0809928677922,19.212,28,27.6266666666667,2.22433333333333,3
BGM-0645,2020,1,4.667,4.133,14.5,15.6,0.4525635,1.18333333333333,22.1810765845543,10.95,28.3333333333333,18.9266666666667,2.674,1
BGM-0645,2020,2,3,1.8,8,13.8117647058824,0.164911764705882,0.863333333333333,18.3673469387755,9.16176470588235,23,17.9433333333333,2.23033333333333,1.66666666666667
BGM-0645,2020,3,2.333,2.2,11.667,19.488,0.326436,0.903333333333333,15.8650032451143,14.838,24.3333333333333,23.76,2.029,1.33333333333333
BGM-0645,2020,4,3,3.633,10.667,15.462,0.39279996,0.75,25.4055944055944,10.812,23,26.18,1.80966666666667,2
BGM-0646,2017,1,2.167,1.968,17.69,NA,NA,1.27,10.0111913724692,NA,22,30.03,2.56666666666667,NA
BGM-0646,2017,2,2.75,1.389,15.625,NA,NA,1.02,8.16386505230986,NA,18,29.5,2.9,NA
BGM-0646,2017,3,5.67,3.009,13.542,NA,NA,1.15666666666667,18.1801703824542,NA,23.3333333333333,23.14,2.43,NA
BGM-0646,2017,4,2.67,0.463,14.53,NA,NA,0.993333333333334,3.08810778363236,NA,25,19.98,2.26666666666667,NA
BGM-0646,2018,1,0.2,0.56,4,34.0909090909091,0.164869090909091,0.966666666666667,12.280701754386,29.4409090909091,26,29.255,2.20666666666667,1
BGM-0646,2018,2,1.533,7.5,13.6,34.6534653465347,2.2502599009901,1.13333333333333,35.5450236966825,30.0034653465347,18.6666666666667,38.5333333333333,1.92666666666667,1.33333333333333
BGM-0646,2018,3,1.1,1.1,5.5,32.9268292682927,0.31104512195122,0.966666666666667,16.6666666666667,28.2768292682927,20.6666666666667,19.8,1.95633333333333,1.33333333333333
BGM-0646,2018,4,1.333,3,8.417,32.4074074074074,0.832722222222222,1.00666666666667,26.2766050626259,27.7574074074074,24.8333333333333,30.8866666666667,2.165,1.33333333333333
BGM-0648,2019,1,7.333,10.167,13.5,29.5238095238095,2.52892021428571,1.38333333333333,42.9585498795792,24.8738095238095,34,41.07,2.455,1.66666666666667
BGM-0648,2019,2,10,9.667,8.833,24.5098039215686,1.91984724509804,1.20333333333333,52.2540540540541,19.8598039215686,26,50.1966666666667,2.05,2.33333333333333
BGM-0648,2019,3,6,10.714,9.286,27.7227722772277,2.47201682178218,1.39,53.57,23.0727722772277,32.3333333333333,45.91,1.993,1.66666666666667
BGM-0648,2019,4,6,20.917,39.667,30.4761904761905,5.40206426190476,1.89666666666667,34.5256173247062,25.8261904761905,39.3333333333333,58.9266666666667,2.12766666666667,1.66666666666667
BGM-0648,2020,1,6.667,13.333,31.667,31.938,3.63830904,1.35666666666667,29.6288888888889,27.288,25.3333333333333,33.41,2.765,1.66666666666667
BGM-0648,2020,2,5.333,8.5,21.667,28.212,2.00277,1.01333333333333,28.1764842377432,23.562,23.3333333333333,25.92,2.67666666666667,1.66666666666667
BGM-0648,2020,3,6.333,8.8,25.333,33.756,2.561328,1.29666666666667,25.7815017724783,29.106,26.6666666666667,34.98,2.201,2.33333333333333
BGM-0648,2020,4,8.333,13.067,27.333,27.9529411764706,3.04499532352941,1.19333333333333,32.3440594059406,23.3029411764706,20.6666666666667,30.5666666666667,2.401,1.33333333333333
BGM-0649,2017,1,2.75,1.042,6.597,NA,NA,0.923333333333333,13.6405288650347,NA,17,19.57,1.97,NA
BGM-0649,2017,2,3.25,1.389,7.813,NA,NA,0.973333333333333,15.0945446642034,NA,20.6666666666667,19.23,2.33333333333333,NA
BGM-0649,2017,3,1,0.347,4.514,NA,NA,0.846666666666667,7.13844887883151,NA,11,19.415,2.33,NA
BGM-0649,2017,4,0.333,0.231,3.62,NA,NA,0.69,5.99844196312646,NA,18,9.17,1.9,NA
BGM-0652,2020,1,1.333,2.567,19.333,20.184,0.39875778,0.993333333333333,11.7214611872146,15.534,14,23.5433333333333,1.86233333333333,2.33333333333333
BGM-0652,2020,2,1.333,0.433,6,20.2615384615385,0.0675979615384615,0.756666666666667,6.7309187004508,15.6115384615385,14.3333333333333,18.1766666666667,1.482,2.66666666666667
BGM-0652,2020,3,3,2.7,19.167,25.0705882352941,0.551355882352941,0.856666666666667,12.3473727534641,20.4205882352941,21,22.2833333333333,1.617,3.33333333333333
BGM-0652,2020,4,4.333,2.367,22.667,26.124,0.50828958,0.94,9.45514100822881,21.474,20.6666666666667,20.6866666666667,1.62466666666667,3.33333333333333
BGM-0657,2019,1,5.667,4.5,14.2,33.9449541284404,1.31827293577982,1.85333333333333,24.0641711229947,29.2949541284404,30,21.19,2.813,1.33333333333333
BGM-0657,2019,2,2,1,5.571,33.6734693877551,0.290234693877551,1.59333333333333,15.2183838076396,29.0234693877551,20,28.57,1.82633333333333,1
BGM-0657,2019,3,1.667,1.357,3.214,32.6732673267327,0.380275737623762,1.35,29.6871581710785,28.0232673267327,25,31.07,1.42633333333333,2
BGM-0657,2019,4,4,5.25,25.375,39.4230769230769,1.82558653846154,2.01,17.1428571428571,34.7730769230769,22.3333333333333,38.1533333333333,1.93,2
BGM-0658,2017,1,1.6,1.667,13.556,NA,NA,1.29333333333333,10.950535374105,NA,23.3333333333333,27.1033333333333,2.83333333333333,NA
BGM-0658,2017,2,1.167,0.694,14.57,NA,NA,1.26,4.54664570230608,NA,18.6666666666667,22.0166666666667,2.5,NA
BGM-0658,2017,3,1.5,1.042,17.22,NA,NA,1.45333333333333,5.70583725769357,NA,22.3333333333333,18.04,2.5,NA
BGM-0658,2017,4,3,2.778,12.731,NA,NA,1.16333333333333,17.9121800245019,NA,26.3333333333333,15.26,2.43333333333333,NA
BGM-0658,2018,1,1.5,2.5,13,31.4285714285714,0.669464285714286,NA,16.1290322580645,26.7785714285714,17,28.01,NA,NA
BGM-0658,2018,2,NA,NA,5.2,NA,NA,1.04333333333333,NA,NA,NA,NA,2.13666666666667,1.33333333333333
BGM-0658,2018,3,0.75,5.375,7.75,40,1.9000625,1.37666666666667,40.9523809523809,35.35,35,27.6833333333333,2.30833333333333,1
BGM-0658,2018,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0659,2019,1,10.333,5.714,15.286,25.4716981132075,1.18975183018868,1.69666666666667,27.2095238095238,20.8216981132075,27,28.2466666666667,2.28466666666667,3
BGM-0659,2019,2,3.667,2.214,5.714,28.4313725490196,0.526519588235294,1.08,27.9263370332997,23.7813725490196,24.6666666666667,30.6766666666667,1.40533333333333,3.66666666666667
BGM-0659,2019,3,7.667,5.643,14.857,25,1.1483505,1.55666666666667,27.5268292682927,20.35,26,35,1.74333333333333,3.66666666666667
BGM-0659,2019,4,11.667,6.857,22.071,25.7425742574257,1.44631781683168,1.98666666666667,23.7036780973451,21.0925742574257,28,28.8666666666667,2.12733333333333,3
BGM-0665,2017,1,5.5,5.18,17.73,NA,NA,1.25333333333333,22.6102138804016,NA,21.6666666666667,34.4933333333333,2,NA
BGM-0665,2017,2,4.167,2.315,10.88,NA,NA,1.15333333333333,17.5445244410762,NA,17.3333333333333,24.09,2,NA
BGM-0665,2017,3,2.667,2.93,12.29,NA,NA,1.43333333333333,19.2509855453351,NA,15.6666666666667,25.5666666666667,1.77,NA
BGM-0665,2017,4,6,2.546,12.5,NA,NA,NA,16.9214409145288,NA,21,26.93,NA,NA
BGM-0665,2020,1,3,8.067,26.167,33.312,2.31216354,1.53,23.5642928083192,28.662,23.3333333333333,29.1033333333333,2.214,2.33333333333333
BGM-0665,2020,2,1.333,4.867,23,26.784,1.07726178,0.833333333333333,17.4651020920802,22.134,23.3333333333333,23.1766666666667,1.84866666666667,2
BGM-0665,2020,3,3.333,8.667,26,32.262,2.39313204,1.02,25.000721146912,27.612,25.6666666666667,27.7966666666667,1.915,2.33333333333333
BGM-0665,2020,4,5,7.167,21.5,25.956,1.52700102,1.32666666666667,25.0008720828828,21.306,25,33.66,2.488,3.33333333333333
BGM-0670,2020,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0670,2020,2,4,2.033,13.167,26.586,0.44595888,0.83,13.375,21.936,26.6666666666667,29.0633333333333,2.01133333333333,1.33333333333333
BGM-0670,2020,3,2,2.533,8,30.984,0.66704022,NA,24.0482293743473,26.334,28.6666666666667,29.7133333333333,NA,NA
BGM-0670,2020,4,3.667,5.333,18.667,32.802,1.50134616,1.00333333333333,22.2208333333333,28.152,21.3333333333333,32.06,2.17166666666667,1.66666666666667
BGM-0677,2020,1,6,6.4,38.667,24.81,1.29024,1.32,14.2010783943906,20.16,24.6666666666667,21.2166666666667,2.46233333333333,2.33333333333333
BGM-0677,2020,2,2.667,5.667,30.333,21.0882352941176,0.931554794117647,1.11333333333333,15.7416666666667,16.4382352941176,23.6666666666667,23.93,2.33366666666667,3.33333333333333
BGM-0677,2020,3,1,2.367,17.167,17.2153846153846,0.297422653846154,0.89,12.1173338793898,12.5653846153846,21,21.3066666666667,1.90066666666667,2
BGM-0677,2020,4,5.667,7.033,43,24.798,1.41700884,1.15333333333333,14.0567225631083,20.148,21.6666666666667,23.1433333333333,2.174,2
BGM-0679,2019,1,2.667,NA,10.375,NA,NA,1.42666666666667,NA,NA,29.6666666666667,16.6166666666667,2.236,1.33333333333333
BGM-0679,2019,2,3.333,0.6,10.8,33.3333333333333,0.1721,1.12,5.26315789473684,28.6833333333333,13.3333333333333,24.9233333333333,2.39966666666667,1.66666666666667
BGM-0679,2019,3,1,1,5.5,31.4606741573034,0.268106741573034,1.15,15.3846153846154,26.8106741573034,22,30.9366666666667,1.68,1
BGM-0679,2019,4,0.333,NA,6.833,NA,NA,1.37,NA,NA,NA,NA,1.72766666666667,1.33333333333333
BGM-0682,2020,1,5,11.833,23.333,35.7647058823529,3.68180314705882,1.22333333333333,33.6489791275664,31.1147058823529,27,33.49,1.99966666666667,3.33333333333333
BGM-0682,2020,2,6,9.967,24.833,31.4942307692308,2.67556448076923,0.903333333333333,28.6408045977012,26.8442307692308,25.3333333333333,24.7766666666667,1.78066666666667,2
BGM-0682,2020,3,9.667,13.9,33.333,34.206,4.108284,1.18333333333333,29.428577477611,29.556,26,34.9133333333333,2.28433333333333,3.33333333333333
BGM-0682,2020,4,5,16.933,39,39.966,5.98005828,1.07666666666667,30.273720343983,35.316,27.6666666666667,34.13,1.993,2.33333333333333
BGM-0694,2018,1,0.714,1.214,7.714,44,0.477709,1.21666666666667,13.5976702508961,39.35,28,18.55,2.17333333333333,1
BGM-0694,2018,2,NA,NA,8.333,NA,NA,1.10333333333333,NA,NA,NA,NA,2.54333333333333,1
BGM-0694,2018,3,NA,NA,2.7,NA,NA,0.83,NA,NA,NA,NA,1.56633333333333,1.33333333333333
BGM-0694,2018,4,0.611,4.417,17.167,42.8571428571429,1.6876095,1.35666666666667,20.4642327650111,38.2071428571429,25.3333333333333,33.03,2.44766666666667,1.66666666666667
BGM-0697,2020,1,2.667,8.733,20.667,31.752,2.36681766,1.18333333333333,29.7040816326531,27.102,25,31.6566666666667,1.97666666666667,1.33333333333333
BGM-0697,2020,2,6.333,6.367,23.333,29.268,1.56742806,1.07333333333333,21.4377104377104,24.618,28.6666666666667,28.0933333333333,2.06166666666667,2.33333333333333
BGM-0697,2020,3,4.333,9.1,33,27.5235294117647,2.08149117647059,1.04333333333333,21.6152019002375,22.8735294117647,26.6666666666667,28.9533333333333,2.21666666666667,2
BGM-0697,2020,4,3.333,4.9,18,30.396,1.261554,1.00333333333333,21.3973799126638,25.746,20,29.7333333333333,1.764,1.66666666666667
BGM-0699,2018,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0699,2018,2,NA,2,3.75,38.0952380952381,0.668904761904762,NA,34.7826086956522,33.4452380952381,NA,NA,NA,NA
BGM-0699,2018,3,0.8,5.2,5.3,36,1.6302,1.04666666666667,49.5238095238095,31.35,22.6666666666667,40.47,2.058,1.33333333333333
BGM-0699,2018,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0700,2018,1,1.167,3,15.25,35,0.9105,0.973333333333333,16.4383561643836,30.35,27.1666666666667,26.33,2.44,1.33333333333333
BGM-0700,2018,2,1.25,5.5,6.667,42,2.05425,0.69,45.2042409796992,37.35,32.6666666666667,35.8166666666667,2.51,1
BGM-0700,2018,3,0.867,1.1,5.8,36.6197183098592,0.351666901408451,0.893333333333333,15.9420289855072,31.9697183098592,18,30.715,2.40066666666667,1.33333333333333
BGM-0700,2018,4,0.933,8.3,9.5,41.1764705882353,3.03169705882353,1.09333333333333,46.6292134831461,36.5264705882353,32.3333333333333,37.74,2.10733333333333,1.66666666666667
BGM-0702,2018,1,NA,NA,4.786,NA,NA,1.24333333333333,NA,NA,NA,NA,2.29333333333333,1
BGM-0702,2018,2,NA,NA,3,NA,NA,0.983333333333333,NA,NA,NA,NA,1.79666666666667,1
BGM-0702,2018,3,1.278,6.333,9.417,45,2.5553655,1.77333333333333,40.2095238095238,40.35,26.3333333333333,29.9133333333333,2.363,1
BGM-0702,2018,4,1,4.5,8,37,1.45575,1.55,36,32.35,21,35.0866666666667,1.63566666666667,1.66666666666667
BGM-0706,2020,1,3.333,5.967,30,36.4411764705882,1.8969795,1.65,16.5902076903829,31.7911764705882,20,21.4866666666667,2.51533333333333,1.33333333333333
BGM-0706,2020,2,0.333,0.733,12.833,31.7608695652174,0.198722673913043,0.916666666666667,5.40321391714581,27.1108695652174,16.6666666666667,19.7933333333333,1.817,1
BGM-0706,2020,3,1.667,2.9,16.167,35.6538461538461,0.899111538461538,0.826666666666667,15.2095243090156,31.0038461538461,23.6666666666667,27.27,1.906,1
BGM-0706,2020,4,1.333,1.167,16,NA,NA,0.8,6.79792625385915,NA,18.3333333333333,18.8333333333333,1.84933333333333,2
BGM-0711,2020,1,5,6.133,44.667,30.0114285714286,1.55541641428571,1.90666666666667,12.0728346456693,25.3614285714286,22.3333333333333,25.9833333333333,3.12233333333333,2
BGM-0711,2020,2,4,2.4,21.667,26.052,0.513648,1.22,9.97216105040097,21.402,26.3333333333333,17.6266666666667,2.37666666666667,2.33333333333333
BGM-0711,2020,3,3.667,1.567,43,26.37,0.3403524,0.766666666666667,3.51605447977203,21.72,23.3333333333333,19.3166666666667,2.21933333333333,1
BGM-0711,2020,4,5,5.333,34,34.236,1.57782138,1.41333333333333,13.5585894795719,29.586,29,23.9966666666667,2.45,2.66666666666667
BGM-0714,2017,1,4.4,4.167,6.528,NA,NA,1.13666666666667,38.9621318373072,NA,20.3333333333333,32.9866666666667,1.63333333333333,NA
BGM-0714,2017,2,5.333,3.009,7.755,NA,NA,0.89,27.9542920847269,NA,18.3333333333333,30.95,1.63333333333333,NA
BGM-0714,2017,3,6.67,4.861,8.65,NA,NA,1.1,35.9780919250981,NA,22.6666666666667,27.4733333333333,2.26666666666667,NA
BGM-0714,2017,4,4.4,5.25,5.47,NA,NA,0.96,48.9738805970149,NA,15.6666666666667,24.2233333333333,1.4,NA
BGM-0714,2018,1,2.5,3.25,10,31.6831683168317,0.87857797029703,1.26666666666667,24.5283018867925,27.0331683168317,16,31.5533333333333,1.84333333333333,1.66666666666667
BGM-0714,2018,2,NA,NA,5,NA,NA,1.05333333333333,NA,NA,NA,NA,2.16333333333333,1
BGM-0714,2018,3,1.833,12,9.333,34,3.522,1.52333333333333,56.2508789199831,29.35,23.6666666666667,39.5133333333333,2.139,1.66666666666667
BGM-0714,2018,4,1.833,16.917,17.167,31.3461538461538,4.51618834615384,1.96666666666667,49.6332590071588,36.6961538461538,30.3333333333333,45.5466666666667,2.61466666666667,1.66666666666667
BGM-0714,2019,1,8,7.429,12.714,24.5098039215686,1.47538483333333,1.38666666666667,36.8812987141935,19.8598039215686,25.6666666666667,35.4233333333333,2.05066666666667,6.66666666666667
BGM-0714,2019,2,7,4.357,8.786,25,0.8866495,1.36666666666667,33.1507266225367,20.35,23.6666666666667,44.2666666666667,2.03733333333333,3.33333333333333
BGM-0714,2019,3,6.333,9.571,15.571,26.4705882352941,2.0884485,1.41333333333333,38.0677750377854,21.8205882352941,23,50.7733333333333,1.83133333333333,5.33333333333333
BGM-0714,2019,4,7.333,11.643,21.857,29.7029702970297,2.91691733168317,1.89666666666667,34.755223880597,25.0529702970297,26.6666666666667,42.7566666666667,2.189,5.33333333333333
BGM-0717,2017,1,8.25,6.944,20.47,NA,NA,1.31333333333333,25.330123294667,NA,28.3333333333333,33.27,2.3,NA
BGM-0717,2017,2,7.67,4.861,15.85,NA,NA,1.39666666666667,23.4706194775723,NA,30.6666666666667,23.4166666666667,2.73333333333333,NA
BGM-0717,2017,3,7.17,3.472,16.551,NA,NA,1.17666666666667,17.3400589322279,NA,24,29.36,2.4,NA
BGM-0717,2017,4,8.33,4.861,14.96,NA,NA,1.15333333333333,24.5244942232985,NA,22.6666666666667,28.13,3.03333333333333,NA
BGM-0717,2019,1,6,8,12.417,28.1818181818182,1.88254545454545,1.38333333333333,39.1830337463878,23.5318181818182,31,30.3066666666667,2.30233333333333,2.66666666666667
BGM-0717,2019,2,4.667,4.167,15.167,30.3921568627451,1.07267567647059,1.38666666666667,21.5527050791352,25.7421568627451,29,33.7733333333333,1.92666666666667,3.33333333333333
BGM-0717,2019,3,5,8,12.286,26.7326732673267,1.76661386138614,1.39,39.4360642807848,22.0826732673267,22.6666666666667,33.7433333333333,1.504,4.33333333333333
BGM-0717,2019,4,5.667,3.3,13.6,23.3009708737864,0.615482038834951,1.37333333333333,19.5266272189349,18.6509708737864,24.6666666666667,34.4533333333333,2.03066666666667,2.33333333333333
BGM-0718,2019,1,8.667,8.714,20.357,29.126213592233,2.13285725242718,2.03333333333333,29.9748890647037,24.476213592233,26.6666666666667,30.57,3.26533333333333,2
BGM-0718,2019,2,3.667,3.357,13.929,28,0.7838595,1.29333333333333,19.4203401596668,23.35,26,33.2166666666667,2.01,2
BGM-0718,2019,3,6.667,6.25,15.333,28.5714285714286,1.49508928571429,1.46,28.9579761849604,23.9214285714286,29.3333333333333,32,2.35633333333333,3.66666666666667
BGM-0718,2019,4,5.333,3.429,19.571,31.3725490196078,0.916316205882353,1.98333333333333,14.9086956521739,26.7225490196078,22.3333333333333,33.7766666666667,2.156,2.66666666666667
BGM-0733,2020,1,1.667,2.767,14.167,27.7470588235294,0.639095617647059,1.2,16.3399078776426,23.0970588235294,15.6666666666667,23.4366666666667,2.04733333333333,2
BGM-0733,2020,2,1.667,1.467,9,24.12,0.2856249,1.16666666666667,14.0154772141015,19.47,18,17.4233333333333,1.85533333333333,2
BGM-0733,2020,3,3,3.233,15,25.5411764705882,0.675411735294118,1.17333333333333,17.7315855865738,20.8911764705882,17.3333333333333,27.31,1.91266666666667,1.66666666666667
BGM-0733,2020,4,2,4,19,27.48,0.9132,0.996666666666667,17.3913043478261,22.83,18.3333333333333,27.0366666666667,1.841,2
BGM-0776,2020,1,2.667,3.3,23.333,27.942,0.768636,1.53333333333333,12.3906431870236,23.292,17,23.9966666666667,1.99933333333333,3.33333333333333
BGM-0776,2020,2,4,0.767,11.667,25.3695652173913,0.158919065217391,1.11666666666667,6.16857004986328,20.7195652173913,18.6666666666667,17.68,1.52066666666667,3.66666666666667
