Clone,NR.P,PTR,PPA,MS,PROD.AMD,AP,HI,AMD,Porte,RF,CR,DR,DCaule,Ácaro,Nº Hastes,Stand_Final,Branching_Level,Staygreen
BGM-0780,-0.0275716834283773,0.990882580953042,-2.71465199415856,0.316064968151152,0.184430967704677,-0.194682807107188,9.88556871999874,0.313733437550843,-0.355884693424139,-0.233417624594174,2.73269742611741,1.59479685321672,-0.278736918593102,0.546415320029093,0.151866452378346,-0.631209122246291,-0.218168559013192,-0.0129028702038802
BGM-0781,1.52315893574908,1.76588395276581,5.03818858639189,-0.537269649605117,0.325926483185728,0.0437592106182496,2.4378527508568,-0.526690034914958,-0.292314959413801,0.280394440546865,-0.863817962333452,3.09798356197339,0.125350557639113,-0.277867747324624,0.665938049693099,-0.509747615490818,0.000441502919387573,0.0036700204963333
BGM-0783,0.0630302312242547,-0.489900820653686,0.472026187171292,NA,NA,0.0456723660827432,-5.35320360570908,NA,NA,-0.144798695889452,-0.0767799257984906,-1.23247212662536,0.00289161265268559,0.1763232540629,NA,NA,NA,NA
BGM-0785,1.7985171066645,0.331014882297949,2.33418054911752,-0.482431564108859,0.0460224196627216,-0.0865734399542166,0.72212060918344,-0.479381341256286,0.312698989804811,0.150641950896751,0.598222349905241,0.163068716326989,0.197702652177685,0.139628715210687,0.384480807640831,0.400179685275474,-0.315520497293945,0.00632545112412612
BGM-0805,-0.138149510770955,0.0441348867392159,-0.110076548619567,NA,NA,-0.155333101050475,-0.527610641766809,NA,NA,0.241443102602056,-1.73127239088927,-0.362604062152626,-0.0831509546437293,0.131650147322591,NA,NA,NA,NA
BGM-0806,0.540074109695039,0.917949623844254,-0.732942397462906,NA,NA,0.0426089618060673,7.86210468060905,NA,NA,0.273455341744932,-1.48141631703354,2.41503484733707,0.0698460942758989,-0.242812055067751,NA,NA,NA,NA
BGM-0807,-0.0181520266182467,0.0202763707237722,3.74459044368078,1.1967222370734,0.0104084861045831,0.0154129815328938,-0.0219687380317547,1.22202638650981,-0.127057576529153,-0.064668645331853,1.5828031499389,-0.888080552668144,0.16594959338918,0.00984879103316656,-0.210635695439035,0.585022253545266,0.218961195679438,-0.00172251768350808
BGM-0808,1.84131266889942,3.45095111117301,9.29551115149693,1.52183723889328,0.869310396007798,0.118055703574969,3.71595967755256,1.53726453350615,-0.0849954448727819,-0.0131078095675339,3.09310602632257,1.2869468187128,0.22413149547373,-0.149162157783468,0.750742537093293,0.596006131249198,0.278461880438102,0.00428470038017171
BGM-0812,-0.565626430395893,-0.440334674185026,3.909165628371,-1.94457105559203,-0.213621603938538,-0.130686461538351,-1.78451210514834,-1.94144516096852,0.475731452222891,-0.0584850679204412,0.328099966975424,-0.185650269313309,-0.00790340180693215,-0.233150314808819,0.268998422717217,0.23692808971059,0.479794168678424,0.00632545112412612
BGM-0813,0.925248596743459,1.05125539251839,6.64768369387215,NA,NA,0.089172706811542,-2.73428640042337,NA,NA,0.273455341744932,0.396369565638813,5.29698637673677,0.0307893133290247,-0.138667417089699,NA,NA,NA,NA
BGM-0816,-1.4316294851603,-0.0654502089492802,3.32711439867332,4.29419872901615,0.096967468533081,0.0717796202237313,-3.99249819974999,4.31934257122269,0.525072273143165,-0.064668645331853,-1.98281230473468,-2.49710271795475,0.0211047314776291,0.00984879103316656,-0.210635695439035,0.421770657980382,0.815447195158714,-0.00172251768350808
BGM-0820,-1.56986981826387,-3.45455995764336,-12.9375466107511,-6.98616906346963,-0.775517254227077,-0.254447994316059,-5.81915106110197,-6.98278224528046,-0.502463322285586,-0.163048577329037,-0.952242829369558,-5.73557616718731,-0.276335077714664,0.263888391883856,-0.192931116977234,-1.06908467480849,-0.315520497293945,-0.0122425368452893
BGM-0822,-1.03181960525498,-0.589292715712491,4.34476475788164,-1.87909608270836,-0.196923550801196,0.0374694923249605,-5.58072827825286,-1.85363274694212,-0.453122501365312,0.144458373485339,2.44719477531431,1.14806386013091,0.173481972571791,0.00984879103316656,-0.210635695439035,0.585022253545266,-0.377524803799839,-0.00172251768350808
BGM-0834,0.168409507691888,1.59541719595077,2.08145094015778,NA,NA,0.113067260169614,5.62921161717177,NA,NA,0.273455341744932,-1.04922050434583,2.96561297734969,0.0810051745464345,-0.320715452629775,NA,NA,NA,NA
BGM-0841,1.12107869745024,1.77540508114928,3.09091137695398,NA,NA,-0.0186591237274517,4.38420288482329,NA,NA,0.378018851153528,1.38188094202252,0.875639459384697,0.184226667048888,-0.135527566623681,NA,NA,NA,NA
BGM-0842,0.110016853725431,2.78370543170484,1.94946419375854,3.67219958735488,0.849172163023449,-0.00937565218198244,6.75013524000172,3.67503479084804,1.12786130189521,0.150641950896751,0.868344732835056,4.14232680582306,0.210981957699622,-0.10889063813565,-0.481637079286266,-0.905833079243601,-0.315520497293945,0.0248934390935415
BGM-0843,-1.17021401202441,-0.776121092174197,-1.57039051384516,0.677863760191358,-0.15924949478296,-0.0477719225473517,0.432062793514351,0.703194762701666,0.199007348307006,0.147213891780158,-1.72861306937716,-1.73307186208466,-0.168532096136177,0.124360208098671,-0.788047620057099,0.258519062415497,0.41778986217253,-0.00172251768350808
BGM-0847,-0.491142855994122,0.176177362961049,-0.357720692748122,0.0222675999528905,-0.0223551797719037,-0.0948695724274409,7.5112693677288,0.0471581032885432,0.362039810725085,0.0398948640767431,1.31268076700908,3.30532375955335,-0.00679296919870986,0.00984879103316656,-0.268376887900842,0.0952674668506128,0.616618528665622,-0.00172251768350808
BGM-0850,0.852814318645714,2.51861503378812,4.78323129335404,-0.231451910528945,0.472546402099832,0.0266418004794515,4.42351022344901,-0.247644306940682,0.694486788950078,0.0902408568955775,1.02984579380815,2.07016784192735,-0.00792478483520801,0.0347323714038008,0.218994535488088,0.2437533273604,0.000441502919387573,0.0209542732751212
BGM-0851,1.02623734862937,2.46520059059815,3.14068090545839,NA,NA,0.0562922192916715,7.65974221453425,NA,NA,0.230745210702238,1.27383198885059,6.61194975337374,0.156873551057783,-0.0774589255806567,NA,NA,NA,NA
BGM-0856,-0.0928382534747625,-0.6237364497245,-4.78475200910822,0.191758587367928,-0.128205918139663,-0.0259180352760327,1.94328219165532,0.19477391808948,-0.339430859867506,-0.0584850679204412,0.0579775840456069,0.97226059072385,-0.130262716973354,0.139628715210687,0.673186769949862,-0.742581483678717,-0.315520497293945,-0.0122425368452893
BGM-0857,0.109814201270686,2.56900966137321,12.0293687009808,0.743149929757443,0.582438737731321,0.11009711460838,1.41956166932064,0.746136723694642,0.475731452222891,0.150641950896751,4.16383780457882,4.20844298934211,0.0459949558997548,-0.357409991481988,0.0380336528699919,-0.0895751014191799,-0.315520497293945,0.00632545112412612
BGM-0858,0.379949923446367,3.59317676366189,9.29939456360812,2.40095227750105,0.941343937294714,0.053117795062207,4.53832525723927,2.40385327330459,0.475731452222891,0.150641950896751,1.89480978796836,3.97264810475647,0.165118137787721,-0.357409991481988,0.153516037793605,-0.252826696984064,0.280965502185332,0.00632545112412612
BGM-0859,0.581167122089431,0.892038287052874,-1.41472440932256,-0.469422947175343,0.574132310764258,0.0695467255684914,7.60544506119662,-0.455694622763764,-0.588355483922964,-0.072893146127666,-0.977685406223342,-3.63012264242788,-0.0388150268117827,-0.214525106443487,-0.514326872075114,-0.0525279162880331,-0.110307142018242,0.0555227788326971
BGM-0866,-1.909912691667,-2.2531849357826,-1.89658611418406,2.93336968285413,-0.205362637162936,-0.0164464229445362,-11.7264087119925,2.95453456165868,0.199007348307006,0.0398948640767431,-3.94063685976043,-7.60102842746632,-0.0913787976493691,0.00984879103316656,-0.0951533105154221,-0.884242106538694,-0.377524803799839,-0.00172251768350808
BGM-0867,-1.97719330664249,-1.57363109735661,0.697309312341144,2.65059710411905,-0.314505575627837,-0.00786889096984344,-6.13883372000589,2.67582600951305,0.688104735561244,0.249021882893935,-2.84720393011009,1.7021525839587,0.00185531801095508,-0.114410885640002,0.0203290744081904,0.421770657980382,-0.377524803799839,0.0168454702859073
BGM-0873,1.05916582685913,0.315425754708271,2.09197795849734,4.12477812322581,0.0591912787429811,0.0621346042940403,-2.31767001627344,4.04240003460099,0.133212693830099,-0.142785785529535,1.63324005586205,-3.40241748862548,-0.021326946591712,-0.209062074391306,0.379222892988353,-0.361450072766617,-0.0193398925200999,0.00566511776553514
BGM-0875,0.787717955654077,0.215610139667311,2.12361587112375,-3.16337684975946,-0.198479316136787,0.189339706155862,-1.3117607589551,-3.16018787689108,-0.339430859867506,0.00412003410689772,0.316352855128948,1.31458274956318,0.118010224839874,0.294054952606597,0.55770438502625,0.0736764941457048,-0.315520497293945,0.00632545112412612
BGM-0876,0.988109940137458,0.318307623806589,3.80416662308744,-0.111522713823851,0.0504411953822804,0.0500543907855311,0.00858998270638931,-0.108491687039588,-0.502463322285586,0.150641950896751,1.84078531138239,0.635828683436651,0.183084257023283,0.0153690385375184,0.499963192564443,0.726682876405243,-0.315520497293945,0.00632545112412612
BGM-0879,-0.362973975650445,-2.2610761893649,-2.98569905257961,-5.98847696635903,-0.564369578287459,-0.0228546309993568,-3.74835901317388,-5.98508141822683,-0.176398397449427,-0.163048577329037,-0.482267181814025,-1.99302098515706,0.0430377996280625,0.263888391883856,0.442222000102637,0.563431280840358,-0.315520497293945,-0.0122425368452893
BGM-0886,-0.864510054145661,-1.2580261473702,-0.00172932466815533,NA,NA,0.143088622081039,-10.6077246433684,NA,NA,0.06432832292774,-0.229128949770914,-2.29910754746808,0.126199449642103,-0.0102408600494591,NA,NA,NA,NA
BGM-0889,-0.633312350280873,-2.52015253412904,-11.9454741714368,-2.18763451861494,-0.591977162311863,-0.00508688619463613,0.942461164950909,-2.1844960444511,-0.176398397449427,-0.0584850679204412,0.544197873319277,-0.275170411600162,-0.104262059943006,0.263888391883856,-0.135189924515427,-1.23233627037337,-0.315520497293945,-0.0122425368452893
BGM-0892,-1.03161695280023,-2.35939485750143,-0.91274543467705,-2.86601826488135,-0.559192433002896,-0.200250679545094,-10.0819147579361,-2.84050385180701,0.199007348307006,-0.064668645331853,0.340240188461738,-8.0175114923108,-0.162741115979444,0.00984879103316656,-0.15688306608137,-0.0679841287142719,-0.377524803799839,-0.00172251768350808
BGM-0898,2.52770132983965,3.30507195791748,3.46451352438483,-2.37504173870893,-0.0317609854766334,0.171471153415408,10.747609192415,-2.38523403508626,0.133212693830099,0.287841925657045,4.41717898006995,6.85880100060679,0.0244158612426033,-0.262900474585124,-0.0576503802831621,-0.241004385196103,-0.0193398925200999,0.00566511776553514
BGM-0900,-1.31571157076998,-3.11120746357456,-10.5892962896579,-3.13104674602441,-0.696140227580342,-0.0762885399446005,-5.07069400713432,-3.12783811027276,-0.239159402678128,0.0768219482401651,-3.59567677535899,-2.87278145490144,-0.179207962098902,0.029436429525142,0.00654313555829634,-1.68464178847148,-0.304191118519757,0.00805588264677292
BGM-0906,-0.633109697826127,-2.30526710322292,-3.05562839009847,3.23617256776559,-0.414143839188042,0.135829710532458,-4.5899697196857,3.23903033746187,-0.502463322285586,-0.0584850679204412,-2.85934415159641,-1.4968570592796,0.044321093859174,0.0153690385375184,0.153516037793605,0.400179685275474,0.479794168678424,-0.0122425368452893
BGM-0907,0.0491285883572415,0.119848172335172,4.82461021202753,-2.04950962224428,-0.0549781140110751,0.0962868544371391,-1.7122063330876,-2.02403746687197,-0.779187426201471,0.144458373485339,-1.55061649204697,3.60196893693528,0.0520153838270122,0.00984879103316656,-0.152894502977228,0.421770657980382,-0.377524803799839,-0.00172251768350808
BGM-0914,-0.321906224709752,1.79877303573141,3.64120044886381,-0.34426814021146,0.513028346635941,-0.0687661667323441,4.25521791721252,-0.341225067887977,0.80179637705905,0.225300809836623,1.85682490220569,2.37126238342121,0.261212906476054,0.0450440029544892,-0.481637079286266,0.563431280840358,0.678622835171516,0.0248934390935415
BGM-0915,-0.630971793472986,-0.785179609515555,1.47004045370962,-1.30826319220798,-0.541444941833595,0.0770857472389263,-6.43809824439089,-1.31349170768995,-0.355884693424139,-0.189729498488708,1.508537591902,-0.3882292176613,0.0884140807059428,0.386501756524649,0.0820275081578432,-0.241004385196103,-0.218168559013192,-0.0129028702038802
BGM-0917,0.0407384612022552,-0.502797739719544,-0.0981184115184673,NA,NA,0.125320877276318,-4.08931249988008,NA,NA,-0.144798695889452,-1.15726945751775,0.436230133519153,-0.0584833288352598,0.0520635773897306,NA,NA,NA,NA
BGM-0919,-1.24106706206247,-2.91218094161621,-8.44543732931445,-7.25634028604559,-0.741662814571822,-0.0516506312001107,-4.55474710601552,-7.25411277994762,-0.502463322285586,-0.163048577329037,-3.93983368331567,-0.285117094076482,-0.228406827952714,0.388148068557025,0.153516037793605,0.726682876405243,0.678622835171516,-0.0122425368452893
BGM-0925,1.0351678285988,-0.328960856700746,4.06517413533455,0.922570382242244,-0.243803265178202,-0.12432802377882,-6.96164154816443,0.840476859658533,-0.19285223100606,-0.0638426348374535,0.771723550472765,-2.95258783414497,0.378849247581984,0.474219917641298,0.057706736054442,0.31080754602089,0.577146106959177,-0.0129028702038802
BGM-0943,-1.65747740418863,-3.6794358687124,-9.26564703582764,-7.7448162050042,-0.878368289383895,0.00716673091206753,-7.82280447595164,-7.74255674635103,0.149666527386732,-0.163048577329037,-1.34501392811936,-4.1689668839891,-0.2239431958445,0.263888391883856,-0.35470215790751,-1.06908467480849,0.447215687633338,-0.0122425368452893
BGM-0946,-1.51120278423815,-3.01345968839809,-7.53572594753764,-6.03210221325448,-0.735401841720777,-0.0179531841566752,-5.61684692485844,-6.02876477197399,-0.502463322285586,-0.163048577329037,-2.31909938573678,0.0583360008410591,-0.283142116679691,0.388148068557025,-0.192931116977234,0.726682876405243,0.678622835171516,-0.0122425368452893
BGM-0947,0.650288298076795,-0.16855107092953,3.24431192691546,2.33608754334569,0.0550103601552992,-0.033270205540055,-0.771007572316954,2.33899189616772,0.63876391464097,0.255205460305347,-0.752389564743842,0.72008293500075,0.106979329578231,0.0153690385375184,-0.0197075395918143,0.400179685275474,0.0821368356922396,0.0248934390935415
BGM-0948,-0.565626430395893,-3.04513300433924,-12.5406085333841,-2.84458525118901,-0.714118957009079,0.0635333696029053,-1.74983885590969,-2.84141277710544,-0.0133659350313475,-0.163048577329037,-2.69727072183852,-3.8027320968776,0.119589090283936,0.512407745230194,-0.539378271748072,-0.579329888113833,0.479794168678424,-0.0122425368452893
BGM-0949,-1.09184156264401,-3.4559378087017,-11.1912323794352,-6.40832105348758,-0.824369114376328,-0.197775015197554,-3.84530670055703,-6.40496414132482,-0.176398397449427,-0.163048577329037,-0.968487471087695,-2.61732158528827,-0.0614669871055024,0.512407745230194,-0.510507675517169,-0.742581483678717,0.479794168678424,-0.0122425368452893
BGM-0952,NA,NA,-2.34070786572437,NA,NA,-0.00534368678778203,NA,NA,-0.355884693424139,-0.13098209275273,NA,NA,-0.182356198096915,0.0440099655231706,0.269547144066935,-0.546624570114498,0.179488773972992,0.00566511776553514
BGM-0953,0.244983388585899,2.48688663261562,4.77570451593414,3.20228671887882,0.788530013072686,0.220379668568714,0.00389189487574057,3.20514624230804,-0.176398397449427,-0.0584850679204412,1.84078531138239,1.21507666293983,0.170753473324342,0.139628715210687,0.0957748453317981,0.400179685275474,0.280965502185332,0.0248934390935415
BGM-0955,-0.423862241018634,-0.0203109922187789,5.82966069060182,0.676278415833483,0.00814066569761684,-0.0293127209065754,-4.44349635866579,0.701609500391925,0.851137197979324,0.353585392302531,1.5828031499389,-0.709040268094437,0.016194736158593,-0.114410885640002,0.0203290744081907,0.585022253545266,-0.377524803799839,0.0168454702859073
BGM-0961,-1.89945719533627,-3.44525073151139,-1.62043212998202,-0.551842953491749,-0.742299888550948,0.0126808586100844,-9.88971659344141,-0.550054007029617,-0.0133659350313475,-0.163048577329037,-2.13458399101403,-4.42499617325737,-0.113635687370256,0.263888391883856,0.0380336528699921,-0.252826696984064,0.479794168678424,-0.0122425368452893
BGM-0962,-0.479097869788036,-2.82404461419283,-4.28875668664662,1.10761433294915,-0.872874892177965,-0.229354344381485,-8.57143399989596,0.981898074658004,-0.355884693424139,-0.194729775408757,-0.687285531150291,-2.26668281840638,-0.275235064393702,0.239352844411808,-0.132950540923577,-0.60155312793284,-0.416997225506284,-0.0500388461427111
BGM-0967,0.88452472815231,-0.89555413230798,-4.33057501547691,-5.54530095127672,-0.960481274053268,-0.0941794521525945,5.90292181162479,-5.62681970273732,-0.0298197685879805,-0.269973308186587,-0.939098405741875,0.902347989289791,-0.336617535225722,0.205692476932071,-0.111524011154134,-0.182096447721527,-0.218168559013192,0.00566511776553514
BGM-0971,-0.264599054276431,-1.57709532660077,-1.86267375060608,3.14786795947062,-0.417144076148234,-0.0142616429985682,2.80931082677859,3.0808810235094,0.785342543502417,-0.342655547908284,-0.356443034122654,-2.30451999536607,-0.130968837321854,0.628645052272576,-0.0537828186923279,0.144406743408242,-0.0193398925200999,0.042801093704366
BGM-0973,0.897958344775501,-0.432812987729817,-4.67261221276165,NA,NA,-0.206831028783787,4.95443175547365,NA,0.133212693830099,-0.392343590997482,-1.21129393410372,-1.62741393083207,-0.321588843468647,0.00973846022710965,-0.19650414020001,-0.65775455529237,-0.0193398925200999,-0.0129028702038802
BGM-0975,2.25351578852734,0.344736789682199,-1.76235278170491,0.0344472864967248,-0.629149860409278,0.105524159538116,9.34920463098309,-0.0287765601796238,0.622310081084338,-0.259097567698764,-0.311220777157388,-1.88185307896737,-0.0604901632999827,-0.316136682620082,-0.208222721781835,0.130182075076669,0.577146106959177,0.00566511776553514
BGM-0978,0.170996887436504,-1.70999543458512,-3.07057862028696,2.94566598114659,-0.495504351618932,0.0533857531201831,-6.56610631429292,2.93921349554761,-0.19285223100606,-0.13098209275273,-0.798374820320475,-5.67214221880491,-0.100205476618903,0.0440099655231706,-0.0910879222971062,-0.226677236346588,-0.416997225506284,-0.0129028702038802
BGM-0980,-2.25398178356282,-3.45671743724194,4.64543911753822,-7.85003043486019,-0.800101148268661,-0.297029313761855,-10.1580113406489,-7.84611536423945,0.475731452222891,-0.0584850679204412,-3.93279790515484,-1.48417886615176,0.0136057254145251,0.388148068557025,-0.423895886824459,-1.23233627037337,-0.315520497293945,0.00632545112412612
BGM-0981,-1.64637197155337,-2.94385425755736,-12.0156135069662,-5.38379376692133,-0.742711307125038,0.0310612842701401,-0.823515631022475,-5.38048987828649,-0.502463322285586,-0.163048577329037,-0.320193752056135,0.429873846279967,-0.192809361889706,0.388148068557025,-0.423895886824459,0.0736764941457048,0.0821368356922396,-0.0122425368452893
BGM-0982,-1.42447913178702,-2.00081791482243,-6.74427325352108,-5.44643898934991,-0.678894166400098,0.0180929915857115,-2.65835939028474,-5.4431318585655,-0.502463322285586,-0.364514592109311,-0.896359181931459,-1.4529278985146,-0.106936624656771,0.211051302722561,-0.423895886824459,0.23692808971059,0.0821368356922396,-0.0122425368452893
BGM-0984,0.144914724100045,1.34337540887092,1.45613626453233,2.96019999988245,0.518534411283177,-0.0441784104966902,5.21285143247546,2.9439175975743,0.201085914768138,0.269242827676187,1.71746518095247,1.90796545836057,0.0372275819862979,0.0944899660781498,0.96936992927369,0.0462324982614451,0.111190147857017,0.0382385260539092
BGM-0985,0.447635843331347,5.2936734746101,3.83923629085215,5.65588464987234,1.63714056804184,-0.135587908381032,10.6877080715159,5.65861718945242,-0.176398397449427,0.673459497939731,3.40749513237533,5.4353955277443,0.010118512829983,-0.481669668155157,-0.308413501900846,0.23692808971059,-0.315520497293945,0.0434614270629569
BGM-0986,-0.303087019072739,-1.48780121131326,-2.94405353798475,3.27083870483023,-0.419164108773675,NA,-4.76279692054537,3.2680978330155,-0.518917155842218,NA,-2.21991707787231,-1.90100845555285,-0.130394872827621,NA,NA,NA,-0.218168559013192,-0.0129028702038802
BGM-0989,1.1162054395881,-0.11939254382973,9.835766012479,4.08644127885739,0.22325289130973,0.14212948621186,-10.3479001435782,3.96031234712718,-0.355884693424139,0.0319102910213942,-1.11377205554415,-4.57114016750298,0.32902212879085,0.1798434159158,0.10747283665245,0.0383415396029809,0.179488773972992,-0.0129028702038802
BGM-0996,-2.03913137450032,-1.76297814835855,-3.32734571285472,-0.202279214082707,-0.467655802304267,0.00165537016244656,-3.83930890407404,-0.21485139309126,-0.0298197685879801,-0.117810733616881,-4.27256604299018,-2.64603224369531,-0.040346599276397,-0.109536443218572,-0.150875257910769,0.123337957153625,-0.0193398925200999,-0.0129028702038802
BGM-0998,-0.439547856544457,-0.174305624689174,-0.257716899549489,NA,NA,0.0419962809507322,-0.759783840209559,NA,NA,-0.249362205298048,0.0852935039594014,0.209796832440638,0.0531074738700957,0.176323254062899,NA,NA,NA,NA
BGM-1015,1.98834564665052,4.3706938165191,5.44839746430622,12.7658207375107,1.69783243771781,0.0460681131343433,7.77150025582636,12.7659538280708,-0.433948871919786,0.0768219482401651,2.78724909422525,4.29201165745309,-0.074467669853837,0.029436429525142,-0.16805422499296,0.266381896779463,0.936671217522486,-0.0108633983037213
BGM-1023,2.01382559118054,2.4441136059,3.21603546175687,2.54450138290109,1.45326464179811,0.150410326249987,3.24877399333498,2.45985396299064,-0.518917155842219,0.06432832292774,0.18155649320685,2.57876701382403,0.0370415437208528,0.0693176368174429,0.468107903016491,0.358288873370892,-0.416997225506284,0.00566511776553514
BGM-1024,0.713248949018415,-1.35517467651112,-1.50687851212589,3.36133329552656,-0.558954578123075,0.134277268285103,1.25353239106233,3.35076576705929,-0.681949618260298,-0.089276105266461,-1.97847900025494,3.82810144375774,-0.166503876820403,-0.126529696853421,0.420327776202689,-0.0649202934484248,-0.0193398925200999,0.0428010937043659
BGM-1029,1.74937732197302,1.62018190794652,6.83831985746967,-0.660589663344972,0.409608464396335,0.185808846061632,-0.19922090125745,-0.657530220073315,-0.339430859867506,0.151573884593382,-0.5358231709135,2.15263901089886,0.0605620545405524,0.0450440029544892,1.0196339247207,0.726682876405243,-0.315520497293945,0.00632545112412612
BGM-1031,-1.07283677762398,-1.03801988095263,-3.24871856405713,NA,NA,0.11613066444629,-4.07212897931719,NA,NA,-0.144798695889452,-0.40092678531427,-0.0950397305100242,0.00858274359065862,-0.196455775956607,NA,NA,NA,NA
BGM-1034,-0.329792224375516,-0.803040954285968,0.82863530876536,-2.18408428984474,-0.51095291709219,0.0318666686755609,-6.51174861449524,-2.18982612265177,-0.355884693424139,-0.170973874585103,-1.06990776176378,-1.62899540531712,0.0601215431348156,0.0011608681026344,0.894496463091805,-0.35209837886876,-0.0193398925200999,-0.0500388461427111
BGM-1041,-0.183902733244289,-1.49966273920868,-0.806667954812621,-2.7414995441465,-0.435364044923312,0.0534015925280106,-5.91182822243461,-2.73833240517497,-0.339430859867506,0.00412003410689772,-2.46960723000983,0.400902051191456,0.0936808077497599,0.377058602490633,-0.192931116977233,-0.0895751014191792,0.280965502185332,-0.0122425368452893
BGM-1042,-0.498143162965659,-1.22439148915936,-0.220655247442199,0.870705240348574,-0.259031882883284,0.0126808586100844,-2.14090679183089,0.87368543277046,-0.176398397449427,-0.0584850679204412,0.652246826491205,0.409980481327334,0.012127147278679,0.0153690385375184,-0.25067230943904,-0.416078292548949,0.479794168678424,0.0248934390935415
BGM-1043,-1.84902442629882,-3.27879483212066,-2.49556369591593,-3.95851054796698,-0.764914752635908,-0.0197912267226809,-8.09581493887353,-3.95528042363841,-0.339430859867506,-0.163048577329037,-4.31800501941742,-3.72900962675902,0.00264192904872405,0.139628715210687,-0.25067230943904,0.0736764941457048,0.877451501664608,-0.0122425368452893
BGM-1044,1.2020433401006,0.654151313979324,3.00924139095586,-1.3118133685364,0.0439176670552948,-0.0463177146305485,2.34116800062141,-1.31704156852989,-0.19285223100606,-0.13098209275273,-1.72694818543649,-3.52536928217301,0.005705071534878,0.0440099655231706,-0.0910879222971062,0.0932700974213225,-0.0193398925200999,-0.0129028702038802
BGM-1064,0.688618359023453,0.498420433054891,2.99788225827274,NA,NA,0.230701984393971,-0.436216996322604,NA,NA,0.06432832292774,0.949685129334814,2.59466023087998,0.237232298333932,0.176323254062899,NA,NA,NA,NA
BGM-1067,-0.284041494378742,1.0489472085951,-1.08438040492777,-0.367466465178468,0.13238160163603,-0.120368030083781,10.4730264952424,-0.372778585105164,-0.19285223100606,0.000129948030514442,0.751043960852814,2.33336878036053,0.0157823292745006,-0.0211487094591064,-0.127489324503665,0.149200351854085,-0.218168559013192,0.00566511776553514
BGM-1078,-0.0249496811350377,-1.07247336898654,0.234410441456777,2.2814756494403,-0.178807276792638,-0.0737071419921777,-1.35223717363366,2.28438282865389,0.149666527386732,-0.0584850679204412,2.48907903041396,1.52927480939761,0.0743390197869148,-0.10889063813565,0.0957748453317985,0.563431280840358,-0.315520497293945,-0.0122425368452893
BGM-1079,-0.633109697826127,-1.91968715526868,-7.6407249528212,4.21529681567987,-0.347991000502773,-0.0755451845581833,-0.0756617301799404,4.21810391164342,-0.176398397449427,0.046078441488155,0.436148920147349,-0.056928496090379,-0.195989699766808,-0.10889063813565,-0.308413501900846,0.400179685275474,-0.315520497293945,-0.0122425368452893
BGM-1081,1.19585745325131,0.0659943231996708,-0.270089448358893,NA,NA,0.100640019807929,2.54198689676021,NA,NA,-0.108878256334977,-0.887147074587941,-2.0083133597781,-0.146812680576431,-0.0102408600494589,NA,NA,NA,NA
BGM-1082,1.39341484962835,4.44664934890246,1.28419049628187,1.34995347530419,0.995277562202337,-0.0504252694894404,11.2578505045626,1.35290886464616,-0.176398397449427,-0.0584850679204412,3.73164199189111,4.96029516475785,0.125614993630026,-0.10889063813565,-0.539378271748072,0.726682876405243,-0.315520497293945,-0.0122425368452893
BGM-1103,-0.396990841047912,-0.574489436879751,1.62218529104747,NA,NA,0.138799856093692,-6.55914305133731,NA,NA,-0.040235186480856,0.733587222990961,0.698939570687758,0.0698460942758989,-0.0102408600494589,NA,NA,NA,NA
BGM-1105,0.170406503347965,-2.27374385210828,-2.59503317544768,NA,NA,-0.234214070063902,4.01669830380284,NA,-0.355884693424139,-0.350191410906518,1.36573376259583,0.00910895816586209,-0.143280826093064,0.131606345579901,0.234923143616704,-0.508599638851296,-0.218168559013192,-0.0129028702038802
BGM-1110,0.785660137846754,3.52357133282116,5.34429203258677,2.43649186650868,0.835883974676594,0.0616953270368996,6.1346375163041,2.43939102299138,0.312698989804811,-0.163048577329037,0.976393686006981,4.47115242651073,0.0231746367465093,0.0153690385375184,0.384480807640831,0.726682876405243,0.479794168678424,-0.0122425368452893
BGM-1116,0.110016853725431,-1.52746908720701,-1.30571496804257,0.874850407630539,-0.332391175528547,-0.250159228328713,-2.27275397263621,0.877830385522856,0.312698989804811,-0.0584850679204412,0.328099966975424,-0.210224426019504,-0.167589840478295,0.0153690385375184,-0.0197075395918143,-0.0895751014191792,-0.315520497293945,-0.0122425368452893
BGM-1119,2.06885548129493,3.54253739027095,-5.85574186300059,0.746667699939977,0.746537207848223,-0.125172333840334,15.4626115902915,0.74965431181801,-0.176398397449427,0.150641950896751,-1.50873223694733,6.62548683108719,-0.0356337162792131,-0.357409991481988,0.0380336528699921,0.563431280840358,-0.315520497293945,0.0248934390935415
BGM-1120,0.582602378191816,1.14636569206444,0.16427110592735,-4.1172547699387,-0.0323631012874904,-0.087186120809552,4.60307823414755,-4.11401642993956,-0.502463322285586,-0.0584850679204412,1.89480978796836,3.37994284896181,-0.115923298825716,-0.233150314808819,-0.25067230943904,-0.0895751014191792,0.280965502185332,-0.0122425368452893
BGM-1123,1.86620302654948,5.64151096823926,15.6341945503762,4.69361151398754,1.65519769104546,0.297577456340948,5.1738151837581,4.69639385518555,-0.502463322285586,0.255205460305347,2.48907903041396,5.95671870929716,0.107146715782289,-0.481669668155157,0.615445577488056,0.726682876405243,-0.315520497293945,0.0248934390935415
