"ID_Clone","FRY","HI","N_Roots","Plant.Height","Root.Di","Root.Le","ShY","Stem.D","DMC","Nstem.Plant","StC","StY","pesos"
"CNPMF812.250370916",95.171766629289,237.987938341752,57.5976689546159,5.54316612281447,143.498990231154,117.954717925625,171.899061941011,10.5410311970659,419.259974816515,11.1947744623721,233.176522600767,14.5770577523223,1518.4026709753
"CNPMF813.250370927",110.028848845262,230.534149568869,74.9470877114528,6.21265338532049,160.341625996471,116.245989444878,193.640640372515,10.6450960725872,NA,NA,NA,NA,902.596091397356
"CNPMF816.250370951",95.0887824834746,223.408850672717,64.6605367070255,6.10493225027902,136.436932488312,110.011482885569,164.837985709391,10.6191763572392,479.963825667714,10.2437988944144,273.630874029571,15.3717013264131,1590.37887947212
"CNPMF820.250370881",61.4216397204436,212.58837463052,46.6781454165885,5.1046773163294,127.024863452225,112.863758569158,53.2729734418454,9.90495816161969,358.519675628741,10.2588804995448,192.32791286572,11.4495687982468,1201.41542850098
"CNPMF822.250370893",86.395539257558,207.283573361081,51.2239587603122,5.99568794710133,146.120612350355,122.347484319034,170.863584839617,10.8775798165106,415.903774759288,10.2437988944144,231.20039837744,13.6484314667044,1472.10442414942
"CNPMF84.250370263",80.4200211786624,230.200984610427,36.6352798805343,5.98566108597157,144.100646811676,105.323541870532,110.572981067608,9.99488257429211,418.63666392604,9.65886516764735,232.945684399054,13.3514671473207,1397.82667971977
"CNPMF841.250370954",115.48587774498,264.268225584147,76.8672558289873,5.90513982402281,146.466757600087,120.187727910428,165.54441203981,11.0135074844833,NA,NA,NA,NA,905.738904016945
"CNPMF842.250370965",125.44086501599,272.905281379883,65.4511765764256,5.8738583352328,154.724864139198,118.595129203518,161.013310598388,11.0861256290763,476.649501177797,9.67394677277771,271.302856881185,18.4781219767518,1691.19503768622
"CNPMF843.250370966",83.0134077402217,241.475914942083,50.19768098015,5.64955923048699,137.584981548715,108.714291176234,122.732017517219,9.96153091216525,438.17403402599,9.07393144088029,245.925972940045,13.8698942773161,1466.37321673151
"CNPMF847.250370895",97.3433672728917,279.14396241931,59.6361930008602,5.6521411990705,154.283344357738,119.894676291818,137.387190418433,10.5816366866472,439.230559899991,10.126812149061,246.597574381598,15.3084705658789,1575.1859286433
"CNPMF850.250370908",131.553119859587,270.342263848505,74.6068157378864,5.98325421065181,152.08525227474,119.441187219287,180.411194716746,10.4035270462569,428.354833560189,11.1591668085944,239.011367883598,17.3500207063087,1640.70200387235
"CNPMF851.250370919",124.814866693231,282.72248078191,76.6477615282274,6.26875739996212,163.499218120706,120.243858537082,168.264354972309,11.0402646434835,NA,NA,NA,NA,953.501562676911
"CNPMF856.250370931",91.7442537068525,251.430376325022,63.5363932623595,5.86833388510415,145.688664921034,115.947885962878,108.22279777753,10.249621206519,439.047869822458,12.013681679846,246.298239336139,14.4503027174751,1504.49842060322
"CNPMF857.250370932",123.696653968144,250.02254119533,65.1756897904616,6.26968352178961,155.325682716231,128.754846287641,234.241036523631,10.6852082401529,446.261964794198,10.7268274809584,251.19831244137,17.5598953235845,1699.91834228349
"CNPMF858.250370943",131.327993551133,264.444347102668,67.0762309501231,6.08358843233971,155.705287246756,121.379814136088,206.813195592276,10.9539534562477,467.999033415406,10.9608009716653,265.162150544447,18.9691307718014,1726.87552617095
"CNPMF859.250370944",110.140596593799,292.185230151089,70.826896609757,6.11933578583112,130.420130596071,111.34401919311,124.57379937081,10.3708553927708,427.026390469625,9.19533365986481,238.407389994912,18.6433575293209,1549.25333534696
